Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
51,Friday May 24,boxscore,SDP,@,TOR,W,6,3,,27-24,2,6.0,Wisler,Hudson,Stammen,2:49,N,19480,.94,++++,
52,Saturday May 25,boxscore,SDP,@,TOR,W,19,4,,28-24,2,6.0,Quantrill,Jackson,,3:04,D,24212,1.03,+++++,
53,Sunday May 26,boxscore,SDP,@,TOR,L,1,10,,28-25,2,7.0,Stroman,Erlin,,3:08,D,24462,1.03,-,
54,Monday May 27,boxscore,SDP,@,NYY,L,2,5,,28-26,2,8.0,Hale,Strahm,Chapman,2:40,D,46254,.97,--,
55,Tuesday May 28,boxscore,SDP,@,NYY,W,5,4,,29-26,2,7.0,Lauer,Tanaka,Yates,3:15,N,37028,.91,+,
56,Wednesday May 29,boxscore,SDP,@,NYY,L,0,7,,29-27,2,8.0,Holder,Paddack,,2:39,D,40918,1.02,-,
57,Friday May 31,boxscore,SDP,,MIA,W,5,2,,30-27,2,8.5,Lucchesi,Smith,Yates,2:59,N,25019,.93,+,
58,Saturday Jun 1,boxscore,SDP,,MIA,L,3,9,,30-28,3,9.5,Ureña,Margevicius,,2:43,N,26858,.95,-,
59,Sunday Jun 2,boxscore,SDP,,MIA,L,3,9,,30-29,3,10.5,Richards,Strahm,,3:04,D,31650,.87,--,
60,Monday Jun 3,boxscore,SDP,,PHI,W,8,2,,31-29,3,10.5,Lauer,Nola,,2:54,N,21654,.83,+,
61,Tuesday Jun 4,boxscore,SDP,,PHI,L,6,9,,31-30,3,11.5,Eickhoff,Paddack,Neris,3:03,N,25821,.87,-,
62,Wednesday Jun 5,boxscore,SDP,,PHI,L,5,7,,31-31,3,11.5,Nicasio,Stammen,Neris,3:30,D,23004,.80,--,
63,Thursday Jun 6,boxscore,SDP,,WSN,W,5,4,,32-31,3,11.0,Lucchesi,Corbin,Yates,3:07,N,19908,.73,+,
64,Friday Jun 7,boxscore,SDP,,WSN,W-wo,5,4,,33-31,3,10.0,Warren,Doolittle,,2:46,N,21645,.78,++,
65,Saturday Jun 8,boxscore,SDP,,WSN,L,1,4,,33-32,3,11.0,Scherzer,Lauer,Doolittle,2:39,N,30319,.85,-,
66,Sunday Jun 9,boxscore,SDP,,WSN,L,2,5,,33-33,4,12.0,Strasburg,Stammen,,2:56,D,30518,.77,--,
67,Tuesday Jun 11,boxscore,SDP,@,SFG,L,5,6,,33-34,4,11.5,Melancon,Wingenter,Smith,3:01,N,28535,.66,---,
68,Wednesday Jun 12,boxscore,SDP,@,SFG,L,2,4,,33-35,4,12.0,Anderson,Lucchesi,Smith,2:52,N,31188,.62,----,
69,Thursday Jun 13,boxscore,SDP,@,COL,L,6,9,,33-36,4,13.0,Gray,Strahm,,3:26,N,35504,.62,-----,
70,Friday Jun 14,boxscore,SDP,@,COL,W,16,12,12,34-36,4,13.0,Stammen,Díaz,,5:04,N,38077,.54,+,
71,Saturday Jun 15,boxscore,SDP,@,COL,L,8,14,,34-37,4,13.0,Márquez,Lauer,,3:39,N,46133,.60,-,
72,Sunday Jun 16,boxscore,SDP,@,COL,W,14,13,,35-37,4,13.0,Reyes,Davis,Yates,3:31,D,47526,.55,+,
73,Monday Jun 17,boxscore,SDP,,MIL,W,2,0,,36-37,4,12.0,Lucchesi,Chacín,Yates,2:55,N,24914,.59,++,
74,Tuesday Jun 18,boxscore,SDP,,MIL,W,4,1,,37-37,4,12.0,Allen,Woodruff,Yates,2:43,N,29112,.66,+++,
75,Wednesday Jun 19,boxscore,SDP,,MIL,W,8,7,,38-37,3,12.0,Reyes,Jeffress,Stammen,3:24,D,28144,.72,++++,
76,Friday Jun 21,boxscore,SDP,@,PIT,L,1,2,,38-38,3,13.5,Musgrove,Lauer,Vazquez,2:35,N,33437,.76,-,
77,Saturday Jun 22,boxscore,SDP,@,PIT,L,3,6,,38-39,3,14.5,Crick,Stammen,Vazquez,3:18,D,26929,.69,--,
78,Sunday Jun 23,boxscore,SDP,@,PIT,L-wo,10,11,11,38-40,4,15.5,Liriano,Wisler,,4:58,D,25294,.65,---,
79,Tuesday Jun 25,boxscore,SDP,@,BAL,W,8,3,,39-40,3,15.0,Allen,Yacabonis,,2:47,N,21644,.53,+,
80,Wednesday Jun 26,boxscore,SDP,@,BAL,W,10,5,,40-40,3,14.0,Strahm,Bundy,Stammen,3:18,D,13408,.60,++,
81,Friday Jun 28,boxscore,SDP,,STL,W,3,1,,41-40,3,13.5,Quantrill,Wacha,Yates,2:49,N,33329,.73,+++,
82,Saturday Jun 29,boxscore,SDP,,STL,W,12,2,,42-40,3,12.5,Paddack,Hudson,,3:05,N,44407,.80,++++,
83,Sunday Jun 30,boxscore,SDP,,STL,L,3,5,11,42-41,3,13.5,Martinez,Wieck,Leone,4:07,D,32575,.82,-,
84,Monday Jul 1,boxscore,SDP,,SFG,L,2,13,,42-42,3,14.0,Samardzija,Allen,,3:12,N,25274,.73,--,
85,Tuesday Jul 2,boxscore,SDP,,SFG,L,4,10,,42-43,3,15.0,Beede,Strahm,,3:12,N,24007,.66,---,
86,Wednesday Jul 3,boxscore,SDP,,SFG,L,5,7,,42-44,3,16.0,Gott,Perdomo,Smith,3:00,N,33905,.60,----,
87,Thursday Jul 4,boxscore,SDP,@,LAD,L,1,5,,42-45,4,17.0,Ryu,Lamet,,3:02,N,53801,.56,-----,
88,Friday Jul 5,boxscore,SDP,@,LAD,W,3,2,,43-45,4,16.0,Stammen,Garcia,Yates,2:58,N,49790,.50,+,
89,Saturday Jul 6,boxscore,SDP,@,LAD,W,3,1,,44-45,4,15.0,Wingenter,Maeda,Yates,2:52,N,53610,.57,++,
90,Sunday Jul 7,boxscore,SDP,@,LAD,W,5,3,,45-45,3,14.0,Lucchesi,Stripling,Yates,2:58,D,44171,.65,+++,
91,Friday Jul 12,boxscore,SDP,,ATL,L,3,5,,45-46,4,14.0,Keuchel,Lamet,Jackson,3:03,N,34692,.74,-,
92,Saturday Jul 13,boxscore,SDP,,ATL,L,5,7,10,45-47,4,15.0,Newcomb,Perdomo,Jackson,4:05,N,43148,.63,--,
93,Sunday Jul 14,boxscore,SDP,,ATL,L,1,4,,45-48,4,16.0,Soroka,Wingenter,Minter,3:15,D,34739,.55,---,
94,Tuesday Jul 16,boxscore,SDP,@,MIA,L,7,12,,45-49,5,16.5,Yamamoto,Allen,,3:14,N,8151,.47,----,
95,Wednesday Jul 17,boxscore,SDP,@,MIA,W,3,2,,46-49,4,16.5,Paddack,Richards,Yates,2:46,N,7818,.40,+,
96,Thursday Jul 18,boxscore,SDP,@,MIA,L-wo,3,4,,46-50,4,16.5,Romo,Wingenter,,3:30,D,21149,.45,-,
97,Friday Jul 19,boxscore,SDP,@,CHC,L,5,6,,46-51,4,17.5,Strop,Stammen,Kimbrel,3:12,D,39526,.41,--,
98,Saturday Jul 20,boxscore,SDP,@,CHC,L,5,6,,46-52,4,18.5,Quintana,Lucchesi,Kimbrel,3:25,D,40314,.34,---,
99,Sunday Jul 21,boxscore,SDP,@,CHC,W,5,1,,47-52,4,18.5,Quantrill,Hendricks,,2:49,D,39954,.29,+,
100,Tuesday Jul 23,boxscore,SDP,@,NYM,L,2,5,,47-53,4,18.5,Vargas,Paddack,Díaz,3:02,N,33199,.32,-,
101,Wednesday Jul 24,boxscore,SDP,@,NYM,W,7,2,,48-53,4,17.5,Strahm,Syndergaard,,3:20,N,32252,.26,+,
102,Thursday Jul 25,boxscore,SDP,@,NYM,L,0,4,,48-54,4,18.0,deGrom,Lauer,,2:49,D,37822,.29,-,
103,Friday Jul 26,boxscore,SDP,,SFG,L,1,2,11,48-55,5,19.0,Melancon,Allen,Smith,3:32,N,41951,.25,--,
104,Saturday Jul 27,boxscore,SDP,,SFG,W,5,1,,49-55,4,19.0,Quantrill,Anderson,,3:11,N,41371,.19,+,
105,Sunday Jul 28,boxscore,SDP,,SFG,L,6,7,,49-56,4,19.0,Bumgarner,Perdomo,Smith,3:00,D,35087,.29,-,
106,Monday Jul 29,boxscore,SDP,,BAL,W,8,1,,50-56,4,18.0,Paddack,Hess,,2:50,N,34290,.19,+,
107,Tuesday Jul 30,boxscore,SDP,,BAL,L,5,8,,50-57,4,19.0,Castro,Strahm,Armstrong,3:22,D,30286,.22,-,
108,Thursday Aug 1,boxscore,SDP,@,LAD,L,2,8,,50-58,4,20.5,Kershaw,Lucchesi,,3:25,N,53181,.18,--,
109,Friday Aug 2,boxscore,SDP,@,LAD,W,5,2,,51-58,4,19.5,Lauer,May,Yates,3:06,N,50780,.14,+,
110,Saturday Aug 3,boxscore,SDP,@,LAD,L,1,4,,51-59,4,20.5,Buehler,Quantrill,,2:18,N,54010,.19,-,
111,Sunday Aug 4,boxscore,SDP,@,LAD,L-wo,10,11,,51-60,5,21.5,Báez,Yates,,3:54,D,44110,.14,--,
112,Tuesday Aug 6,boxscore,SDP,@,SEA,W,9,4,,52-60,4,22.0,Lamet,LeBlanc,,2:55,N,24020,.11,+,
113,Wednesday Aug 7,boxscore,SDP,@,SEA,L,2,3,,52-61,4,23.0,Magill,Muñoz,Bass,3:05,D,20142,.14,-,
114,Thursday Aug 8,boxscore,SDP,,COL,W,9,3,,53-61,4,22.5,Strahm,Gray,,3:14,N,27806,.10,+,
115,Friday Aug 9,boxscore,SDP,,COL,W,7,1,,54-61,4,21.5,Quantrill,Freeland,,3:02,N,27882,.13,++,
116,Saturday Aug 10,boxscore,SDP,,COL,W,8,5,,55-61,4,21.5,Muñoz,Díaz,Yates,2:55,N,42564,.14,+++,
117,Sunday Aug 11,boxscore,SDP,,COL,L,3,8,,55-62,4,22.5,Márquez,Stammen,,3:03,D,28930,.16,-,
118,Monday Aug 12,boxscore,SDP,,TBR,L,4,10,,55-63,4,23.0,Pruitt,Lucchesi,,3:47,N,21301,.13,--,
119,Tuesday Aug 13,boxscore,SDP,,TBR,L,5,7,,55-64,4,24.0,Anderson,Báez,Pagán,3:44,N,25261,.09,---,
120,Wednesday Aug 14,boxscore,SDP,,TBR,W,7,2,,56-64,4,24.0,Quantrill,Beeks,,3:10,D,22886,.06,+,
121,Friday Aug 16,boxscore,SDP,@,PHI,L,4,8,,56-65,4,24.5,Velasquez,Paddack,,3:20,N,26084,.08,-,
122,Saturday Aug 17,boxscore,SDP,@,PHI,W,5,3,,57-65,4,23.5,Lamet,Pivetta,Yates,3:16,N,31332,.05,+,
123,Sunday Aug 18,boxscore,SDP,@,PHI,W,3,2,,58-65,4,22.5,Lucchesi,Hughes,Yates,3:21,D,36210,.07,++,
124,Monday Aug 19,boxscore,SDP,@,CIN,W,3,2,,59-65,4,22.0,Perdomo,Bauer,Yates,3:00,N,10176,.08,+++,
125,Tuesday Aug 20,boxscore,SDP,@,CIN,L,2,3,,59-66,4,23.0,Gray,Quantrill,Iglesias,2:56,N,12468,.10,-,
126,Wednesday Aug 21,boxscore,SDP,@,CIN,L,2,4,,59-67,4,24.0,Castillo,Yardley,Iglesias,2:52,D,13397,.07,--,
127,Friday Aug 23,boxscore,SDP,,BOS,L,0,11,,59-68,4,24.5,Rodriguez,Paddack,,3:04,N,42904,.02,---,
128,Saturday Aug 24,boxscore,SDP,,BOS,L,4,5,,59-69,4,25.5,Barnes,Yates,Workman,3:48,N,42625,.02,----,
129,Sunday Aug 25,boxscore,SDP,,BOS,W,3,1,,60-69,4,24.5,Lucchesi,Johnson,Yates,2:54,D,38026,.01,+,
130,Monday Aug 26,boxscore,SDP,,LAD,W,4,3,,61-69,4,23.5,Lauer,May,Yates,2:52,N,26172,.02,++,
131,Tuesday Aug 27,boxscore,SDP,,LAD,L,0,9,,61-70,4,24.5,Buehler,Quantrill,,3:02,N,27952,.02,-,
132,Wednesday Aug 28,boxscore,SDP,,LAD,L,4,6,10,61-71,4,25.5,Jansen,Yates,Sadler,4:05,N,26871,.01,--,
133,Thursday Aug 29,boxscore,SDP,@,SFG,W,5,3,,62-71,4,24.5,Paddack,Rodríguez,Muñoz,2:28,N,33135,.01,+,
134,Friday Aug 30,boxscore,SDP,@,SFG,L,3,8,,62-72,4,24.5,Bumgarner,Lamet,,2:54,N,34293,.01,-,
135,Saturday Aug 31,boxscore,SDP,@,SFG,W,4,1,,63-72,4,23.5,Stammen,Watson,Yates,2:58,N,36424,.01,+,
136,Sunday Sep 1,boxscore,SDP,@,SFG,W,8,4,,64-72,4,23.5,Lauer,Samardzija,,3:02,D,38701,.01,++,
137,Monday Sep 2,boxscore,SDP,@,ARI,L,7,14,,64-73,4,24.5,Leake,Quantrill,,3:26,D,23477,.01,-,
138,Tuesday Sep 3,boxscore,SDP,@,ARI,L,1,2,,64-74,4,25.5,Kelly,Bolaños,Bradley,3:08,N,15402,.00,--,
139,Wednesday Sep 4,boxscore,SDP,@,ARI,L,1,4,,64-75,4,26.5,Gallen,Stammen,Bradley,2:55,N,18096,.00,---,
140,Friday Sep 6,boxscore,SDP,,COL,L,2,3,,64-76,4,26.5,Melville,Lamet,Díaz,3:05,N,26073,.00,----,
141,Saturday Sep 7,boxscore,SDP,,COL,W,3,0,,65-76,4,25.5,Lucchesi,Hoffman,Yates,2:49,N,29709,.00,+,
142,Sunday Sep 8,boxscore,SDP,,COL,W-wo,2,1,10,66-76,4,25.5,Stammen,Tinoco,,3:15,D,26834,.00,++,
143,Monday Sep 9,boxscore,SDP,,CHC,L,2,10,,66-77,4,26.0,Hendricks,Quantrill,,3:13,N,22420,.00,-,
144,Tuesday Sep 10,boxscore,SDP,,CHC,W-wo,9,8,10,67-77,4,26.0,Báez,Cishek,,3:50,N,25497,.00,+,
145,Wednesday Sep 11,boxscore,SDP,,CHC,W,4,0,,68-77,4,25.0,Paddack,Hamels,,3:00,N,24203,.00,++,
146,Thursday Sep 12,boxscore,SDP,,CHC,L,1,4,,68-78,4,26.0,Darvish,Lamet,,3:29,D,22501,.00,-,
147,Friday Sep 13,boxscore,SDP,@,COL,L,8,10,,68-79,4,27.0,Hoffman,Lucchesi,Díaz,3:28,N,31654,.00,--,
148,Saturday Sep 14,boxscore,SDP,@,COL,L,10,11,,68-80,4,27.0,Lambert,Lauer,Tinoco,3:29,N,47370,.00,---,
149,Sunday Sep 15,boxscore,SDP,@,COL,L,5,10,,68-81,4,28.0,Howard,Quantrill,,3:44,D,30699,.00,----,
150,Monday Sep 16,boxscore,SDP,@,MIL,L,1,5,,68-82,4,28.5,Davies,Richards,,2:35,N,33215,.00,-----,
151,Tuesday Sep 17,boxscore,SDP,@,MIL,L,1,3,,68-83,4,29.5,Albers,Strahm,Pomeranz,2:37,N,34565,.00,------,
152,Wednesday Sep 18,boxscore,SDP,@,MIL,W,2,1,,69-83,4,28.5,Lamet,Houser,Yates,3:01,N,38235,.00,+,
153,Thursday Sep 19,boxscore,SDP,@,MIL,L,1,5,,69-84,4,29.0,Peralta,Lucchesi,Hader,3:05,D,31687,.00,-,
154,Friday Sep 20,boxscore,SDP,,ARI,L,0,9,,69-85,4,30.0,Kelly,Lauer,,3:11,N,27023,.00,--,
155,Saturday Sep 21,boxscore,SDP,,ARI,L,2,4,,69-86,4,30.0,Clarke,Strahm,Bradley,3:12,N,30191,.00,---,
156,Sunday Sep 22,boxscore,SDP,,ARI,W-wo,6,4,10,70-86,4,30.0,Strahm,López,,3:42,D,31293,.00,+,
157,Tuesday Sep 24,boxscore,SDP,,LAD,L,3,6,,70-87,4,31.0,Gonsolin,Bolaños,Jansen,2:58,N,29708,.00,-,
158,Wednesday Sep 25,boxscore,SDP,,LAD,L,4,6,,70-88,4,32.0,Floro,Bednar,Jansen,3:20,N,30552,.00,--,
159,Thursday Sep 26,boxscore,SDP,,LAD,L,0,1,,70-89,4,33.0,Kershaw,Lucchesi,Maeda,2:55,D,26285,.00,---,
160,Friday Sep 27,boxscore,SDP,@,ARI,L,3,6,,70-90,4,34.0,Scott,Perdomo,Bradley,3:03,N,32244,.00,----,
161,Saturday Sep 28,boxscore,SDP,@,ARI,L,5,6,,70-91,4,35.0,Sherfy,Bednar,Ginkel,3:05,N,46477,.00,-----,
162,Sunday Sep 29,boxscore,SDP,@,ARI,L-wo,0,1,,70-92,5,36.0,Crichton,Strahm,,2:46,D,45446,.00,------,

1,Wednesday Mar 20,boxscore,SEA,@,OAK,W,9,7,,1-0,1,up 0.5,Gonzales,Fiers,Strickland,3:24,N,45787,1.10,+,
2,Thursday Mar 21,boxscore,SEA,@,OAK,W,5,4,12,2-0,1,up 1.0,Rosscup,Buchter,Strickland,4:27,N,46451,1.09,++,
3,Thursday Mar 28,boxscore,SEA,,BOS,W,12,4,,3-0,1,up 1.0,Gonzales,Sale,,3:34,D,45600,1.06,+++,
4,Friday Mar 29,boxscore,SEA,,BOS,L,6,7,,3-1,1,up 1.0,Johnson,Strickland,Barnes,3:20,N,29002,1.05,-,
5,Saturday Mar 30,boxscore,SEA,,BOS,W,6,5,,4-1,1,up 1.5,Leake,Rodriguez,Rumbelow,3:10,N,34933,1.07,+,
6,Sunday Mar 31,boxscore,SEA,,BOS,W,10,8,,5-1,1,up 1.5,LeBlanc,Porcello,Bradford,3:39,D,33393,1.08,++,
7,Monday Apr 1,boxscore,SEA,,LAA,W,6,3,,6-1,1,up 2.0,Hernández,Stratton,Elías,3:20,N,14459,1.22,+++,
8,Tuesday Apr 2,boxscore,SEA,,LAA,W,2,1,,7-1,1,up 2.0,Gonzales,García,Swarzak,2:16,N,13547,1.26,++++,
9,Friday Apr 5,boxscore,SEA,@,CHW,L,8,10,,7-2,1,up 1.5,Burr,Gearrin,Colomé,3:36,D,32723,1.17,-,2019-04-04 (Rain)
10,Saturday Apr 6,boxscore,SEA,@,CHW,W,9,2,,8-2,1,up 2.5,Leake,Giolito,,3:31,D,31286,1.16,+,
11,Sunday Apr 7,boxscore,SEA,@,CHW,W,12,5,,9-2,1,up 3.5,LeBlanc,Nova,,3:49,D,12509,1.19,++,
12,Monday Apr 8,boxscore,SEA,@,KCR,W,13,5,,10-2,1,up 3.5,Elías,Bailey,,3:17,N,10259,1.20,+++,
13,Tuesday Apr 9,boxscore,SEA,@,KCR,W,6,3,,11-2,1,up 3.5,Gonzales,Junis,Swarzak,3:17,N,10366,1.21,++++,
14,Wednesday Apr 10,boxscore,SEA,@,KCR,W,6,5,,12-2,1,up 3.5,Swarzak,Boxberger,Elías,3:17,N,12775,1.17,+++++,
15,Thursday Apr 11,boxscore,SEA,@,KCR,W,7,6,10,13-2,1,up 4.0,Brennan,Sparkman,Sadzeck,3:27,D,10231,1.18,++++++,
16,Friday Apr 12,boxscore,SEA,,HOU,L,6,10,,13-3,1,up 3.0,Peacock,Armstrong,Osuna,3:22,N,30972,1.40,-,
17,Saturday Apr 13,boxscore,SEA,,HOU,L,1,3,,13-4,1,up 2.0,Verlander,Hernández,Osuna,2:46,N,30538,1.42,--,
18,Sunday Apr 14,boxscore,SEA,,HOU,L,2,3,,13-5,1,up 1.0,Cole,Brennan,Osuna,2:40,D,29242,1.43,---,
19,Monday Apr 15,boxscore,SEA,,CLE,L,4,6,,13-6,1,up 0.5,Bauer,Kikuchi,Hand,3:33,N,11215,1.20,----,
20,Tuesday Apr 16,boxscore,SEA,,CLE,L,2,4,,13-7,2,0.5,Bieber,Leake,Hand,3:07,N,11838,1.19,-----,
21,Wednesday Apr 17,boxscore,SEA,,CLE,L,0,1,,13-8,2,0.5,Carrasco,Swanson,Wittgren,2:32,D,13529,1.17,------,
22,Thursday Apr 18,boxscore,SEA,@,LAA,W,11,10,,14-8,1,Tied,Swarzak,Allen,Elías,3:59,N,33592,1.21,+,
23,Friday Apr 19,boxscore,SEA,@,LAA,W,5,3,,15-8,1,Tied,Rosscup,Allen,Elías,3:04,N,41021,1.27,++,
24,Saturday Apr 20,boxscore,SEA,@,LAA,W,6,5,,16-8,1,up 1.0,Kikuchi,Cahill,Swarzak,3:41,N,41147,1.29,+++,
25,Sunday Apr 21,boxscore,SEA,@,LAA,L,6,8,,16-9,1,up 1.0,Barria,Leake,García,2:51,D,34155,1.32,-,
26,Tuesday Apr 23,boxscore,SEA,@,SDP,L,3,6,,16-10,1,up 0.5,Margevicius,Swanson,Yates,2:54,N,25154,1.22,--,
27,Wednesday Apr 24,boxscore,SEA,@,SDP,L,0,1,,16-11,2,0.5,Paddack,Hernández,Yates,2:05,D,23417,1.15,---,
28,Thursday Apr 25,boxscore,SEA,,TEX,W,14,2,,17-11,1,up 0.5,Gonzales,Hearn,,3:25,N,12649,1.33,+,
29,Friday Apr 26,boxscore,SEA,,TEX,W-wo,5,4,11,18-11,1,up 1.5,Elías,Dowdy,,4:06,N,21719,1.40,++,
30,Saturday Apr 27,boxscore,SEA,,TEX,L,1,15,,18-12,1,up 0.5,Minor,Leake,,3:11,N,26495,1.40,-,
31,Sunday Apr 28,boxscore,SEA,,TEX,L,1,14,,18-13,2,0.5,Lynn,Swanson,,3:10,D,21513,1.40,--,
32,Tuesday Apr 30,boxscore,SEA,,CHC,L,5,6,,18-14,2,1.0,Brach,Brennan,Cishek,3:10,N,27229,1.16,---,
33,Wednesday May 1,boxscore,SEA,,CHC,L,0,11,,18-15,2,1.0,Lester,Gonzales,,2:41,D,29479,1.16,----,
34,Friday May 3,boxscore,SEA,@,CLE,L-wo,1,2,,18-16,2,1.0,Hand,Swarzak,,2:46,N,16334,1.17,-----,
35,Saturday May 4,boxscore,SEA,@,CLE,L,4,5,,18-17,2,2.0,Olson,Sadzeck,Hand,2:41,D,18420,1.13,------,
36,Sunday May 5,boxscore,SEA,@,CLE,W,10,0,,19-17,2,2.0,Swanson,Anderson,,2:54,D,19665,1.10,+,
37,Monday May 6,boxscore,SEA,@,NYY,L,3,7,,19-18,2,3.0,Sabathia,Hernández,,2:36,N,37423,1.14,-,
38,Tuesday May 7,boxscore,SEA,@,NYY,L-wo,4,5,,19-19,2,3.0,Harvey,Swarzak,,3:15,N,36851,1.10,--,
39,Wednesday May 8,boxscore,SEA,@,NYY,W,10,1,,20-19,2,3.0,Kikuchi,Loáisiga,,3:07,N,38774,1.09,+,
40,Thursday May 9,boxscore,SEA,@,NYY,L,1,3,,20-20,2,4.0,Happ,Leake,Chapman,2:54,N,37016,1.10,-,
41,Friday May 10,boxscore,SEA,@,BOS,L,1,14,,20-21,2,5.0,Rodriguez,Swanson,,3:02,N,33731,1.07,--,
42,Saturday May 11,boxscore,SEA,@,BOS,L,5,9,,20-22,3,6.0,Porcello,Hernández,,3:15,D,36024,.95,---,
43,Sunday May 12,boxscore,SEA,@,BOS,L,2,11,,20-23,3,7.0,Velázquez,Gonzales,,3:23,D,33069,.92,----,
44,Monday May 13,boxscore,SEA,,OAK,W-wo,6,5,10,21-23,3,7.0,Brennan,Soria,,3:47,N,12514,.90,+,
45,Tuesday May 14,boxscore,SEA,,OAK,W,4,3,,22-23,2,7.0,Leake,Anderson,Elías,2:37,N,11365,.95,++,
46,Thursday May 16,boxscore,SEA,,MIN,L,6,11,,22-24,2,8.0,Pineda,Swanson,,3:03,N,16161,.89,-,
47,Friday May 17,boxscore,SEA,,MIN,L,1,7,,22-25,4,9.0,Pérez,Gonzales,,2:36,N,20256,.83,--,
48,Saturday May 18,boxscore,SEA,,MIN,L,4,18,,22-26,5,10.0,Duffey,LeBlanc,,3:50,N,34440,.74,---,
49,Sunday May 19,boxscore,SEA,,MIN,W,7,4,,23-26,5,9.0,Kikuchi,Gibson,,3:00,D,31070,.65,+,
50,Monday May 20,boxscore,SEA,@,TEX,L,9,10,,23-27,5,10.0,Minor,Leake,,2:53,N,18796,.75,-,
51,Tuesday May 21,boxscore,SEA,@,TEX,L,3,5,,23-28,5,11.0,Lynn,Milone,Kelley,2:56,N,19157,.67,--,
52,Wednesday May 22,boxscore,SEA,@,TEX,L,1,2,,23-29,5,11.0,Sampson,Gonzales,Kelley,2:27,D,22400,.61,---,
53,Friday May 24,boxscore,SEA,@,OAK,L,2,6,,23-30,5,11.5,Trivino,LeBlanc,,3:25,N,12902,.55,----,
54,Saturday May 25,boxscore,SEA,@,OAK,L,5,6,,23-31,5,12.5,Fiers,Kikuchi,Treinen,2:52,D,18975,.48,-----,
55,Sunday May 26,boxscore,SEA,@,OAK,L,1,7,,23-32,5,12.5,Anderson,Leake,,2:38,D,14664,.43,------,
56,Monday May 27,boxscore,SEA,,TEX,W,6,2,,24-32,5,12.5,Milone,Lynn,,3:14,N,14086,.35,+,
57,Tuesday May 28,boxscore,SEA,,TEX,L,4,11,,24-33,5,13.5,Sampson,Gonzales,,3:17,N,12287,.40,-,
58,Wednesday May 29,boxscore,SEA,,TEX,L,7,8,,24-34,5,13.5,Chavez,Bass,Kelley,3:20,D,16060,.33,--,
59,Thursday May 30,boxscore,SEA,,LAA,L,3,9,,24-35,5,14.0,Peña,Kikuchi,,3:21,N,13978,.26,---,
60,Friday May 31,boxscore,SEA,,LAA,W,4,3,,25-35,5,14.0,Leake,Skaggs,Bass,2:35,N,32167,.23,+,
61,Saturday Jun 1,boxscore,SEA,,LAA,L,3,6,,25-36,5,15.0,Bedrosian,Brennan,Robles,3:16,D,28112,.28,-,
62,Sunday Jun 2,boxscore,SEA,,LAA,L,3,13,,25-37,5,16.0,Suarez,Gonzales,,3:22,D,28905,.21,--,
63,Monday Jun 3,boxscore,SEA,,HOU,L,2,4,,25-38,5,17.0,Valdez,Gearrin,Pressly,2:49,N,11826,.18,---,
64,Tuesday Jun 4,boxscore,SEA,,HOU,L,5,11,,25-39,5,18.0,Guduan,Brennan,,3:21,N,12208,.14,----,
65,Wednesday Jun 5,boxscore,SEA,,HOU,W,14,1,,26-39,5,17.0,Leake,Peacock,,2:49,N,13653,.12,+,
66,Thursday Jun 6,boxscore,SEA,,HOU,L,7,8,14,26-40,5,18.0,Devenski,Festa,,5:06,D,20267,.14,-,
67,Friday Jun 7,boxscore,SEA,@,LAA,W,6,2,,27-40,5,18.0,Gonzales,Heaney,,3:21,N,41495,.09,+,
68,Saturday Jun 8,boxscore,SEA,@,LAA,L,3,12,,27-41,5,18.0,Peters,Kikuchi,,3:08,N,40569,.12,-,
69,Sunday Jun 9,boxscore,SEA,@,LAA,W,9,3,,28-41,5,18.0,LeBlanc,Suarez,,3:17,D,41614,.09,+,
70,Tuesday Jun 11,boxscore,SEA,@,MIN,L,5,6,,28-42,5,19.0,Magill,Brennan,May,3:02,N,23046,.10,-,
71,Wednesday Jun 12,boxscore,SEA,@,MIN,W,9,6,10,29-42,5,18.0,Bass,Duffey,Elías,3:50,N,25909,.08,+,
72,Thursday Jun 13,boxscore,SEA,@,MIN,L,5,10,,29-43,5,18.5,Harper,Brennan,,3:49,D,31912,.10,-,
73,Friday Jun 14,boxscore,SEA,@,OAK,W,9,2,,30-43,5,18.5,Gonzales,Bassitt,,3:00,N,21387,.09,+,
74,Saturday Jun 15,boxscore,SEA,@,OAK,L,2,11,,30-44,5,19.5,Montas,Bautista,,2:58,N,14846,.10,-,
75,Sunday Jun 16,boxscore,SEA,@,OAK,W,6,3,,31-44,5,18.5,Leake,Trivino,Elías,2:56,D,30242,.08,+,
76,Monday Jun 17,boxscore,SEA,,KCR,L,4,6,,31-45,5,18.5,Flynn,Bass,Kennedy,3:22,N,14469,.07,-,
77,Tuesday Jun 18,boxscore,SEA,,KCR,L,0,9,,31-46,5,18.5,Bailey,Kikuchi,,3:06,N,12854,.05,--,
78,Wednesday Jun 19,boxscore,SEA,,KCR,W,8,2,,32-46,5,17.5,Gonzales,Keller,,2:51,D,16296,.04,+,
79,Thursday Jun 20,boxscore,SEA,,BAL,W,5,2,,33-46,5,16.5,LeBlanc,Bundy,Elías,3:16,N,15217,.05,++,
80,Friday Jun 21,boxscore,SEA,,BAL,W,10,9,,34-46,5,15.5,Leake,Gilmartin,Elías,3:18,N,21293,.08,+++,
